element_type,now_cost,total_points,id
4,107,182,4770
4,107,192,4771
4,107,185,4772
4,107,216,4773
4,107,185,4774
4,107,173,4775
4,107,197,4776
4,107,208,4777
4,107,215,4778
4,107,195,4779
4,107,206,4780
4,107,178,4781
4,107,207,4782
4,107,198,4783
4,107,215,4784
4,107,171,4785
4,107,183,4786
4,107,212,4787
4,107,174,4788
4,107,211,4789
4,107,180,4790
4,107,184,4791
4,107,192,4792
4,107,196,4793
4,107,189,4794
4,107,189,4795
4,107,183,4796
4,107,198,4797
4,107,208,4798
4,107,205,4799
4,107,215,4800
4,107,192,4801
4,107,172,4802
4,107,178,4803
4,107,184,4804
4,107,215,4805
4,107,181,4806
4,107,192,4807
4,107,191,4808
4,107,186,4809
4,107,209,4810
4,107,196,4811
4,107,212,4812
4,107,174,4813
4,107,205,4814
4,107,192,4815
4,107,183,4816
4,107,194,4817
4,107,179,4818
4,107,206,4819
4,107,200,4820
4,107,178,4821
4,107,197,4822
4,107,189,4823
4,107,213,4824
4,107,204,4825
4,107,188,4826
4,107,191,4827
4,107,196,4828
4,107,199,4829
4,107,189,4830
4,107,213,4831
4,107,216,4832
4,107,196,4833
4,107,184,4834
4,107,182,4835
4,107,196,4836
4,108,172,4837
4,108,169,4838
4,108,225,4839
4,108,213,4840
4,108,170,4841
4,108,173,4842
4,108,213,4843
4,108,199,4844
4,108,211,4845
4,108,189,4846
4,108,195,4847
4,108,176,4848
4,108,174,4849
4,108,178,4850
4,108,177,4851
4,108,230,4852
4,108,170,4853
4,108,237,4854
4,108,171,4855
4,108,178,4856
4,108,208,4857
4,108,157,4858
4,108,219,4859
4,108,163,4860
4,108,166,4861
4,108,171,4862
4,108,159,4863
4,108,225,4864
4,108,169,4865
4,108,236,4866
4,108,225,4867
4,108,236,4868
4,108,168,4869
4,108,225,4870
4,108,162,4871
4,108,157,4872
4,108,161,4873
4,108,209,4874
4,108,214,4875
4,108,171,4876
4,108,227,4877
4,108,165,4878
4,108,190,4879
4,108,194,4880
4,108,192,4881
4,108,160,4882
4,108,169,4883
4,108,212,4884
4,108,182,4885
4,108,182,4886
4,108,198,4887
4,108,238,4888
4,108,160,4889
4,108,168,4890
4,108,183,4891
4,108,204,4892
4,108,190,4893
4,108,206,4894
4,108,184,4895
4,108,168,4896
4,108,237,4897
4,108,167,4898
4,108,233,4899
4,108,180,4900
4,108,208,4901
4,108,192,4902
4,108,207,4903
4,108,193,4904
3,109,186,4905
4,109,197,4906
3,109,209,4907
3,109,243,4908
4,109,166,4909
3,109,235,4910
3,109,210,4911
3,109,207,4912
3,109,227,4913
3,109,233,4914
4,109,231,4915
4,109,162,4916
3,109,175,4917
3,109,203,4918
4,109,221,4919
3,109,216,4920
4,109,189,4921
3,109,220,4922
3,109,241,4923
4,109,229,4924
4,109,196,4925
4,109,197,4926
4,109,171,4927
4,109,195,4928
3,109,166,4929
3,109,161,4930
3,109,193,4931
4,109,239,4932
4,109,160,4933
3,109,210,4934
3,109,199,4935
3,109,241,4936
3,109,191,4937
4,109,158,4938
4,109,170,4939
4,109,197,4940
3,109,223,4941
3,109,232,4942
3,109,172,4943
3,109,155,4944
4,109,187,4945
4,109,221,4946
4,109,168,4947
4,109,206,4948
3,109,230,4949
4,109,153,4950
3,109,219,4951
3,109,202,4952
3,109,237,4953
4,109,216,4954
4,109,242,4955
4,109,192,4956
4,109,171,4957
3,109,169,4958
3,109,218,4959
4,109,240,4960
3,109,194,4961
4,109,191,4962
4,109,170,4963
4,109,234,4964
4,109,190,4965
3,109,240,4966
3,109,195,4967
3,109,237,4968
3,109,171,4969
3,109,197,4970
3,109,238,4971
4,109,210,4972
3,109,236,4973
3,110,157,4974
3,110,205,4975
3,110,179,4976
3,110,179,4977
3,110,172,4978
3,110,156,4979
3,110,241,4980
3,110,196,4981
3,110,174,4982
3,110,232,4983
3,110,240,4984
3,110,185,4985
3,110,198,4986
3,110,234,4987
3,110,177,4988
3,110,195,4989
3,110,248,4990
3,110,161,4991
3,110,154,4992
3,110,179,4993
3,110,242,4994
3,110,220,4995
3,110,226,4996
3,110,200,4997
3,110,244,4998
3,110,240,4999
3,110,222,5000
3,110,240,5001
3,110,237,5002
3,110,172,5003
3,110,188,5004
3,110,180,5005
3,110,210,5006
3,110,186,5007
3,110,187,5008
3,110,213,5009
3,110,227,5010
3,110,196,5011
3,110,228,5012
3,110,201,5013
3,110,218,5014
3,110,157,5015
3,110,196,5016
3,110,229,5017
3,110,244,5018
3,110,210,5019
3,110,212,5020
3,110,233,5021
3,110,191,5022
3,110,207,5023
3,110,192,5024
3,110,157,5025
3,110,227,5026
3,110,171,5027
3,110,240,5028
3,110,185,5029
3,110,220,5030
3,110,176,5031
3,110,231,5032
3,110,237,5033
3,110,198,5034
3,110,172,5035
3,110,219,5036
3,110,191,5037
3,110,187,5038
3,110,175,5039
3,110,236,5040
3,110,189,5041
3,111,226,5042
3,111,178,5043
3,111,250,5044
3,111,242,5045
3,111,246,5046
3,111,177,5047
3,111,245,5048
3,111,188,5049
3,111,160,5050
3,111,248,5051
3,111,249,5052
3,111,202,5053
3,111,245,5054
3,111,218,5055
3,111,175,5056
3,111,159,5057
3,111,231,5058
3,111,177,5059
3,111,186,5060
3,111,245,5061
3,111,160,5062
3,111,161,5063
3,111,247,5064
3,111,187,5065
3,111,188,5066
3,111,200,5067
3,111,171,5068
3,111,209,5069
3,111,237,5070
3,111,200,5071
3,111,232,5072
3,111,199,5073
3,111,197,5074
3,111,180,5075
3,111,190,5076
3,111,168,5077
3,111,216,5078
3,111,216,5079
3,111,182,5080
3,111,236,5081
3,111,245,5082
3,111,189,5083
3,111,235,5084
3,111,252,5085
3,111,241,5086
3,111,165,5087
3,111,242,5088
3,111,234,5089
3,111,156,5090
3,111,232,5091
3,111,241,5092
3,111,230,5093
3,111,228,5094
3,111,247,5095
3,111,201,5096
3,111,167,5097
3,111,197,5098
3,111,204,5099
3,111,221,5100
3,111,183,5101
3,111,184,5102
3,111,161,5103
3,111,231,5104
3,111,198,5105
3,111,237,5106
3,111,225,5107
3,111,158,5108
3,111,251,5109
3,111,238,5110
3,112,183,5111
3,112,245,5112
3,112,183,5113
3,112,221,5114
3,112,223,5115
3,112,221,5116
3,112,213,5117
3,112,210,5118
3,112,255,5119
3,112,200,5120
3,112,210,5121
3,112,219,5122
3,112,199,5123
3,112,185,5124
3,112,202,5125
3,112,199,5126
3,112,168,5127
3,112,184,5128
3,112,218,5129
3,112,207,5130
3,112,229,5131
3,112,237,5132
3,112,237,5133
3,112,162,5134
3,112,179,5135
3,112,186,5136
3,112,219,5137
3,112,239,5138
3,112,219,5139
3,112,201,5140
3,112,218,5141
3,112,193,5142
3,112,189,5143
3,112,174,5144
3,112,214,5145
3,112,217,5146
3,112,241,5147
3,112,249,5148
3,112,250,5149
3,112,176,5150
3,112,183,5151
3,112,209,5152
3,112,162,5153
3,112,250,5154
3,112,249,5155
3,112,223,5156
3,112,215,5157
3,112,199,5158
3,112,167,5159
3,112,250,5160
3,112,215,5161
3,112,235,5162
3,112,224,5163
3,112,168,5164
3,112,209,5165
3,112,255,5166
3,112,201,5167
3,112,211,5168
3,112,194,5169
3,112,238,5170
3,112,193,5171
3,112,246,5172
3,112,203,5173
3,112,196,5174
3,112,228,5175
3,112,223,5176
3,112,199,5177
3,112,217,5178
3,112,175,5179
3,113,257,5180
3,113,170,5181
3,113,254,5182
3,113,257,5183
3,113,240,5184
3,113,206,5185
3,113,233,5186
3,113,185,5187
3,113,247,5188
3,113,196,5189
3,113,198,5190
3,113,206,5191
3,113,206,5192
3,113,191,5193
3,113,213,5194
3,113,196,5195
3,113,223,5196
3,113,199,5197
3,113,174,5198
3,113,239,5199
3,113,222,5200
3,113,216,5201
3,113,170,5202
3,113,179,5203
3,113,183,5204
3,113,208,5205
3,113,162,5206
3,113,165,5207
3,113,257,5208
3,113,241,5209
3,113,246,5210
3,113,201,5211
3,113,192,5212
3,113,229,5213
3,113,189,5214
3,113,176,5215
3,113,191,5216
3,113,250,5217
3,113,242,5218
3,113,241,5219
3,113,200,5220
3,113,214,5221
3,113,227,5222
3,113,212,5223
3,113,216,5224
3,113,183,5225
3,113,256,5226
3,113,204,5227
3,113,190,5228
3,113,208,5229
3,113,216,5230
3,113,231,5231
3,113,170,5232
3,113,214,5233
3,113,246,5234
3,113,234,5235
3,113,181,5236
3,113,244,5237
3,113,213,5238
3,113,225,5239
3,113,189,5240
3,113,192,5241
3,113,211,5242
3,113,216,5243
3,113,248,5244
3,113,231,5245
3,113,177,5246
3,113,237,5247
3,113,183,5248
3,114,166,5249
3,114,199,5250
3,114,236,5251
3,114,172,5252
3,114,237,5253
3,114,167,5254
3,114,242,5255
3,114,212,5256
3,114,181,5257
3,114,174,5258
3,114,233,5259
3,114,176,5260
3,114,237,5261
3,114,170,5262
3,114,238,5263
3,114,221,5264
3,114,186,5265
3,114,215,5266
3,114,184,5267
3,114,236,5268
3,114,169,5269
3,114,244,5270
3,114,222,5271
3,114,176,5272
3,114,259,5273
3,114,223,5274
3,114,204,5275
3,114,250,5276
3,114,221,5277
3,114,167,5278
3,114,214,5279
3,114,223,5280
3,114,217,5281
3,114,233,5282
3,114,252,5283
3,114,170,5284
3,114,166,5285
3,114,223,5286
3,114,220,5287
3,114,223,5288
3,114,191,5289
3,114,241,5290
3,114,186,5291
3,114,225,5292
3,114,252,5293
3,114,216,5294
3,114,245,5295
3,114,199,5296
3,114,209,5297
3,114,252,5298
3,114,186,5299
3,114,220,5300
3,114,183,5301
3,114,170,5302
3,114,236,5303
3,114,243,5304
3,114,254,5305
3,114,195,5306
3,114,246,5307
3,114,174,5308
3,114,199,5309
3,114,222,5310
3,114,175,5311
3,114,164,5312
3,114,251,5313
3,114,204,5314
3,114,251,5315
3,114,167,5316
3,114,200,5317
3,115,185,5318
3,115,171,5319
3,115,203,5320
3,115,194,5321
3,115,178,5322
3,115,206,5323
3,115,210,5324
3,115,222,5325
3,115,248,5326
3,115,205,5327
3,115,221,5328
3,115,257,5329
3,115,183,5330
3,115,238,5331
3,115,214,5332
3,115,205,5333
3,115,232,5334
3,115,241,5335
3,115,207,5336
3,115,232,5337
3,115,206,5338
3,115,184,5339
3,115,237,5340
3,115,174,5341
3,115,192,5342
3,115,232,5343
3,115,251,5344
3,115,239,5345
3,115,183,5346
3,115,207,5347
3,115,222,5348
3,115,246,5349
3,115,214,5350
3,115,210,5351
3,115,224,5352
3,115,183,5353
3,115,207,5354
3,115,169,5355
3,115,207,5356
3,115,171,5357
3,115,236,5358
3,115,173,5359
3,115,219,5360
3,115,253,5361
3,115,199,5362
3,115,194,5363
3,115,178,5364
3,115,207,5365
3,115,190,5366
3,115,190,5367
3,115,212,5368
3,115,168,5369
3,115,203,5370
3,115,251,5371
3,115,240,5372
3,115,251,5373
3,115,167,5374
3,115,196,5375
3,115,182,5376
3,115,229,5377
3,115,197,5378
3,115,256,5379
3,115,209,5380
3,115,251,5381
3,115,169,5382
3,115,261,5383
3,115,183,5384
3,115,192,5385
3,115,260,5386
3,116,208,5387
3,116,241,5388
3,116,244,5389
3,116,256,5390
3,116,242,5391
3,116,210,5392
3,116,230,5393
3,116,192,5394
3,116,180,5395
3,116,254,5396
3,116,250,5397
3,116,187,5398
3,116,263,5399
3,116,236,5400
3,116,249,5401
3,116,237,5402
3,116,260,5403
3,116,190,5404
3,116,205,5405
3,116,177,5406
3,116,244,5407
3,116,204,5408
3,116,249,5409
3,116,258,5410
3,116,189,5411
3,116,183,5412
3,116,177,5413
3,116,201,5414
3,116,191,5415
3,116,235,5416
3,116,223,5417
3,116,190,5418
3,116,231,5419
3,116,180,5420
3,116,255,5421
3,116,192,5422
3,116,170,5423
3,116,200,5424
3,116,178,5425
3,116,223,5426
3,116,265,5427
3,116,174,5428
3,116,199,5429
3,116,211,5430
3,116,186,5431
3,116,254,5432
3,116,194,5433
3,116,195,5434
3,116,194,5435
3,116,264,5436
3,116,248,5437
3,116,199,5438
3,116,249,5439
3,116,172,5440
3,116,183,5441
3,116,261,5442
3,116,253,5443
3,116,218,5444
3,116,231,5445
3,116,217,5446
3,116,169,5447
3,116,217,5448
3,116,173,5449
3,116,201,5450
3,116,216,5451
3,116,231,5452
3,116,174,5453
3,116,177,5454
3,116,209,5455
3,117,197,5456
3,117,206,5457
3,117,232,5458
3,117,177,5459
3,117,211,5460
3,117,200,5461
3,117,181,5462
3,117,203,5463
3,117,241,5464
3,117,221,5465
3,117,232,5466
3,117,224,5467
3,117,229,5468
3,117,248,5469
3,117,244,5470
3,117,221,5471
3,117,242,5472
3,117,245,5473
3,117,195,5474
3,117,248,5475
3,117,174,5476
3,117,189,5477
3,117,211,5478
3,117,249,5479
3,117,205,5480
3,117,181,5481
3,117,198,5482
3,117,198,5483
3,117,265,5484
3,117,246,5485
3,117,209,5486
3,117,230,5487
3,117,176,5488
3,117,231,5489
3,117,189,5490
3,117,223,5491
3,117,194,5492
3,117,181,5493
3,117,211,5494
3,117,245,5495
3,117,228,5496
3,117,184,5497
3,117,230,5498
3,117,230,5499
3,117,252,5500
3,117,260,5501
3,117,243,5502
3,117,183,5503
3,117,196,5504
3,117,196,5505
3,117,179,5506
3,117,256,5507
3,117,190,5508
3,117,266,5509
3,117,231,5510
3,117,249,5511
3,117,189,5512
3,117,199,5513
3,117,236,5514
3,117,226,5515
3,117,205,5516
3,117,241,5517
3,117,231,5518
3,117,236,5519
3,117,252,5520
3,117,195,5521
3,117,217,5522
3,117,230,5523
3,118,249,5524
3,118,259,5525
3,118,242,5526
3,118,211,5527
3,118,226,5528
3,118,248,5529
4,118,204,5530
4,118,196,5531
4,118,190,5532
3,118,250,5533
4,118,213,5534
4,118,256,5535
4,118,250,5536
3,118,196,5537
3,118,251,5538
3,118,259,5539
4,118,259,5540
3,118,237,5541
3,118,222,5542
3,118,211,5543
4,118,176,5544
3,118,245,5545
3,118,250,5546
4,118,226,5547
3,118,177,5548
3,118,203,5549
4,118,188,5550
4,118,182,5551
4,118,245,5552
3,118,216,5553
4,118,240,5554
4,118,202,5555
4,118,231,5556
4,118,258,5557
4,118,183,5558
3,118,248,5559
4,118,263,5560
4,118,231,5561
3,118,226,5562
4,118,215,5563
4,118,224,5564
4,118,204,5565
4,118,246,5566
4,118,256,5567
3,118,236,5568
3,118,193,5569
3,118,241,5570
4,118,205,5571
3,118,203,5572
3,118,243,5573
4,118,211,5574
4,118,215,5575
3,118,189,5576
4,118,261,5577
4,118,196,5578
3,118,240,5579
4,118,213,5580
4,118,258,5581
3,118,236,5582
3,118,256,5583
3,118,214,5584
3,118,205,5585
4,118,243,5586
4,118,234,5587
3,118,252,5588
4,118,184,5589
4,118,241,5590
4,118,216,5591
4,118,204,5592
3,119,258,5593
4,119,203,5594
3,119,247,5595
4,119,204,5596
4,119,255,5597
4,119,180,5598
3,119,217,5599
3,119,225,5600
3,119,224,5601
4,119,232,5602
3,119,188,5603
3,119,226,5604
3,119,211,5605
3,119,195,5606
3,119,196,5607
3,119,272,5608
4,119,232,5609
4,119,210,5610
3,119,206,5611
4,119,204,5612
3,119,222,5613
3,119,263,5614
4,119,262,5615
4,119,244,5616
3,119,220,5617
4,119,197,5618
4,119,210,5619
4,119,261,5620
3,119,221,5621
4,119,230,5622
4,119,240,5623
4,119,264,5624
4,119,255,5625
4,119,249,5626
4,119,211,5627
3,119,227,5628
4,119,263,5629
4,119,188,5630
4,119,188,5631
4,119,218,5632
4,119,205,5633
4,119,193,5634
4,119,258,5635
4,119,232,5636
3,119,186,5637
3,119,189,5638
3,119,225,5639
3,119,238,5640
4,119,247,5641
4,119,258,5642
3,119,196,5643
3,119,208,5644
4,119,210,5645
4,119,203,5646
4,119,182,5647
3,119,227,5648
4,119,201,5649
3,119,206,5650
4,119,230,5651
4,119,222,5652
3,119,209,5653
4,119,214,5654
4,119,264,5655
4,119,261,5656
4,119,205,5657
3,119,251,5658
3,119,226,5659
4,119,193,5660
3,119,224,5661
4,120,262,5662
4,120,261,5663
4,120,227,5664
4,120,235,5665
4,120,236,5666
4,120,198,5667
4,120,230,5668
4,120,225,5669
4,120,204,5670
4,120,239,5671
4,120,262,5672
4,120,216,5673
4,120,190,5674
4,120,266,5675
4,120,241,5676
4,120,223,5677
4,120,266,5678
4,120,227,5679
4,120,204,5680
4,120,226,5681
4,120,228,5682
4,120,209,5683
4,120,242,5684
4,120,191,5685
4,120,197,5686
4,120,214,5687
4,120,249,5688
4,120,258,5689
4,120,259,5690
4,120,251,5691
4,120,231,5692
4,120,244,5693
4,120,228,5694
4,120,231,5695
4,120,258,5696
4,120,249,5697
4,120,202,5698
4,120,221,5699
4,120,259,5700
4,120,267,5701
4,120,202,5702
4,120,260,5703
4,120,232,5704
4,120,239,5705
4,120,209,5706
4,120,215,5707
4,120,199,5708
4,120,223,5709
4,120,237,5710
4,120,223,5711
4,120,198,5712
4,120,237,5713
4,120,265,5714
4,120,260,5715
4,120,191,5716
4,120,206,5717
4,120,217,5718
4,120,251,5719
4,120,244,5720
4,120,195,5721
4,120,234,5722
4,120,260,5723
4,120,193,5724
4,120,232,5725
4,120,200,5726
4,120,232,5727
4,120,252,5728
4,120,260,5729
4,121,226,5730
4,121,201,5731
4,121,200,5732
4,121,237,5733
4,121,202,5734
4,121,212,5735
4,121,257,5736
4,121,205,5737
4,121,222,5738
4,121,212,5739
4,121,237,5740
4,121,216,5741
4,121,258,5742
4,121,259,5743
4,121,237,5744
4,121,202,5745
4,121,228,5746
4,121,212,5747
4,121,198,5748
4,121,220,5749
4,121,244,5750
4,121,239,5751
4,121,221,5752
4,121,252,5753
4,121,242,5754
4,121,202,5755
4,121,203,5756
4,121,225,5757
4,121,226,5758
4,121,247,5759
4,121,231,5760
4,121,239,5761
4,121,252,5762
4,121,262,5763
4,121,222,5764
4,121,221,5765
4,121,220,5766
4,121,252,5767
4,121,212,5768
4,121,209,5769
4,121,259,5770
4,121,256,5771
4,121,231,5772
4,121,245,5773
4,121,239,5774
4,121,190,5775
4,121,256,5776
4,121,217,5777
4,121,202,5778
4,121,216,5779
4,121,208,5780
4,121,211,5781
4,121,213,5782
4,121,191,5783
4,121,221,5784
4,121,218,5785
4,121,260,5786
4,121,219,5787
4,121,200,5788
4,121,233,5789
4,121,224,5790
4,121,236,5791
4,121,267,5792
4,121,203,5793
4,121,208,5794
4,121,255,5795
4,121,202,5796
4,121,223,5797
4,121,210,5798
4,122,251,5799
4,122,234,5800
4,122,246,5801
4,122,255,5802
4,122,197,5803
4,122,238,5804
4,122,227,5805
4,122,203,5806
4,122,220,5807
4,122,216,5808
4,122,216,5809
4,122,250,5810
4,122,246,5811
4,122,209,5812
4,122,238,5813
4,122,260,5814
4,122,272,5815
4,122,231,5816
4,122,218,5817
4,122,239,5818
4,122,242,5819
4,122,234,5820
4,122,218,5821
4,122,202,5822
4,122,216,5823
4,122,220,5824
4,122,252,5825
4,122,206,5826
4,122,230,5827
4,122,232,5828
4,122,265,5829
4,122,225,5830
4,122,231,5831
4,122,265,5832
4,122,215,5833
4,122,200,5834
4,122,229,5835
4,122,203,5836
4,122,238,5837
4,122,232,5838
4,122,231,5839
4,122,207,5840
4,122,217,5841
4,122,228,5842
4,122,223,5843
4,122,232,5844
4,122,247,5845
4,122,223,5846
4,122,240,5847
4,122,263,5848
4,122,240,5849
4,122,227,5850
4,122,249,5851
4,122,246,5852
4,122,213,5853
4,122,251,5854
4,122,270,5855
4,122,204,5856
4,122,196,5857
4,122,207,5858
4,122,222,5859
4,122,240,5860
4,122,198,5861
4,122,228,5862
4,122,228,5863
4,122,231,5864
4,122,210,5865
4,122,237,5866
4,122,270,5867
4,123,248,5868
4,123,261,5869
4,123,218,5870
4,123,235,5871
4,123,262,5872
4,123,214,5873
4,123,264,5874
4,123,227,5875
4,123,216,5876
4,123,249,5877
4,123,215,5878
4,123,207,5879
4,123,207,5880
4,123,238,5881
4,123,205,5882
4,123,266,5883
4,123,233,5884
4,123,215,5885
4,123,229,5886
4,123,230,5887
4,123,228,5888
4,123,262,5889
4,123,249,5890
4,123,232,5891
4,123,209,5892
4,123,213,5893
4,123,211,5894
4,123,229,5895
4,123,225,5896
4,123,269,5897
4,123,198,5898
4,123,214,5899
4,123,249,5900
4,123,259,5901
4,123,210,5902
4,123,203,5903
4,123,246,5904
4,123,240,5905
4,123,233,5906
4,123,217,5907
4,123,275,5908
4,123,231,5909
4,123,239,5910
4,123,247,5911
4,123,265,5912
4,123,225,5913
4,123,213,5914
4,123,250,5915
4,123,220,5916
4,123,236,5917
4,123,244,5918
4,123,201,5919
4,123,241,5920
4,123,256,5921
4,123,240,5922
4,123,235,5923
4,123,248,5924
4,123,225,5925
4,123,251,5926
4,123,243,5927
4,123,231,5928
4,123,225,5929
4,123,212,5930
4,123,232,5931
4,123,221,5932
4,123,237,5933
4,123,216,5934
4,123,209,5935
4,123,230,5936
4,124,237,5937
4,124,248,5938
4,124,232,5939
4,124,270,5940
4,124,237,5941
4,124,221,5942
4,124,242,5943
4,124,212,5944
4,124,240,5945
4,124,239,5946
4,124,239,5947
4,124,240,5948
4,124,269,5949
4,124,258,5950
4,124,263,5951
4,124,269,5952
4,124,236,5953
4,124,243,5954
4,124,209,5955
4,124,239,5956
4,124,215,5957
4,124,231,5958
4,124,203,5959
4,124,250,5960
4,124,238,5961
4,124,270,5962
4,124,242,5963
4,124,208,5964
4,124,241,5965
4,124,224,5966
4,124,225,5967
4,124,214,5968
4,124,264,5969
4,124,272,5970
4,124,227,5971
4,124,227,5972
4,124,248,5973
4,124,246,5974
4,124,252,5975
4,124,240,5976
4,124,223,5977
4,124,267,5978
4,124,219,5979
4,124,232,5980
4,124,247,5981
4,124,233,5982
4,124,264,5983
4,124,213,5984
4,124,259,5985
4,124,254,5986
4,124,268,5987
4,124,236,5988
4,124,237,5989
4,124,203,5990
4,124,210,5991
4,124,207,5992
4,124,228,5993
4,124,268,5994
4,124,267,5995
4,124,263,5996
4,124,229,5997
4,124,273,5998
4,124,238,5999
4,124,247,6000
4,124,230,6001
4,124,210,6002
4,124,216,6003
4,124,232,6004
4,124,271,6005
4,125,208,6006
4,125,263,6007
4,125,262,6008
4,125,226,6009
4,125,201,6010
4,125,257,6011
4,125,267,6012
4,125,229,6013
4,125,210,6014
4,125,265,6015
4,125,247,6016
4,125,268,6017
4,125,237,6018
4,125,237,6019
4,125,216,6020
4,125,272,6021
4,125,209,6022
4,125,249,6023
4,125,208,6024
4,125,244,6025
4,125,251,6026
4,125,209,6027
4,125,214,6028
4,125,260,6029
4,125,238,6030
4,125,201,6031
4,125,255,6032
4,125,215,6033
4,125,200,6034
4,125,264,6035
4,125,246,6036
4,125,207,6037
4,125,221,6038
4,125,203,6039
4,125,249,6040
4,125,275,6041
4,125,211,6042
4,125,252,6043
4,125,216,6044
4,125,246,6045
4,125,202,6046
4,125,246,6047
4,125,237,6048
4,125,236,6049
4,125,251,6050
4,125,266,6051
4,125,224,6052
4,125,268,6053
4,125,213,6054
4,125,229,6055
4,125,221,6056
4,125,224,6057
4,125,250,6058
4,125,243,6059
4,125,216,6060
4,125,273,6061
4,125,201,6062
4,125,263,6063
4,125,257,6064
4,125,269,6065
4,125,215,6066
4,125,270,6067
4,125,264,6068
4,125,271,6069
4,125,257,6070
4,125,277,6071
4,125,250,6072
4,125,252,6073
4,125,257,6074
4,126,257,6075
4,126,218,6076
4,126,236,6077
4,126,257,6078
4,126,252,6079
4,126,227,6080
4,126,253,6081
4,126,216,6082
4,126,244,6083
4,126,260,6084
4,126,223,6085
4,126,242,6086
4,126,214,6087
4,126,241,6088
4,126,275,6089
4,126,254,6090
4,126,264,6091
4,126,214,6092
4,126,238,6093
4,126,231,6094
4,126,214,6095
4,126,268,6096
4,126,241,6097
4,126,269,6098
4,126,272,6099
4,126,254,6100
4,126,218,6101
4,126,260,6102
4,126,213,6103
4,126,226,6104
4,126,230,6105
4,126,218,6106
4,126,240,6107
4,126,222,6108
4,126,258,6109
4,126,257,6110
4,126,211,6111
4,126,246,6112
4,126,269,6113
4,126,252,6114
4,126,263,6115
4,126,239,6116
4,126,238,6117
4,126,231,6118
4,126,235,6119
4,126,211,6120
4,126,217,6121
4,126,239,6122
4,126,257,6123
4,126,272,6124
4,126,226,6125
4,126,216,6126
4,126,266,6127
4,126,249,6128
4,126,228,6129
4,126,253,6130
4,126,211,6131
4,126,238,6132
4,126,257,6133
4,126,221,6134
4,126,216,6135
4,126,272,6136
4,126,230,6137
4,126,218,6138
4,126,241,6139
4,126,260,6140
4,126,237,6141
4,126,259,6142
4,127,290,6143
3,127,251,6144
4,127,290,6145
3,127,226,6146
3,127,213,6147
4,127,237,6148
3,127,228,6149
3,127,224,6150
4,127,219,6151
3,127,246,6152
4,127,235,6153
4,127,231,6154
4,127,216,6155
3,127,288,6156
4,127,194,6157
3,127,222,6158
4,127,280,6159
3,127,246,6160
4,127,248,6161
4,127,208,6162
4,127,256,6163
4,127,260,6164
4,127,223,6165
4,127,228,6166
4,127,221,6167
3,127,291,6168
3,127,211,6169
4,127,245,6170
4,127,259,6171
3,127,259,6172
4,127,213,6173
4,127,198,6174
4,127,203,6175
4,127,272,6176
4,127,232,6177
3,127,262,6178
4,127,250,6179
3,127,206,6180
3,127,237,6181
4,127,274,6182
3,127,233,6183
4,127,268,6184
4,127,221,6185
4,127,271,6186
3,127,273,6187
3,127,263,6188
4,127,228,6189
4,127,270,6190
3,127,257,6191
4,127,218,6192
3,127,252,6193
3,127,205,6194
4,127,285,6195
4,127,233,6196
4,127,253,6197
4,127,291,6198
4,127,219,6199
4,127,235,6200
3,127,221,6201
3,127,223,6202
3,127,256,6203
4,127,262,6204
4,127,289,6205
3,127,235,6206
3,127,259,6207
3,127,261,6208
3,127,257,6209
3,127,218,6210
4,127,263,6211
3,128,227,6212
4,128,228,6213
3,128,257,6214
4,128,259,6215
3,128,252,6216
4,128,239,6217
4,128,256,6218
4,128,260,6219
4,128,282,6220
3,128,197,6221
4,128,217,6222
4,128,256,6223
4,128,259,6224
3,128,299,6225
4,128,283,6226
3,128,293,6227
3,128,220,6228
3,128,249,6229
4,128,238,6230
4,128,281,6231
3,128,278,6232
4,128,261,6233
3,128,253,6234
3,128,267,6235
3,128,198,6236
4,128,217,6237
4,128,256,6238
4,128,261,6239
3,128,255,6240
3,128,227,6241
3,128,268,6242
3,128,226,6243
4,128,200,6244
4,128,223,6245
4,128,235,6246
4,128,295,6247
4,128,274,6248
4,128,290,6249
3,128,268,6250
3,128,252,6251
4,128,297,6252
4,128,208,6253
4,128,285,6254
3,128,225,6255
3,128,250,6256
4,128,261,6257
3,128,280,6258
3,128,300,6259
4,128,270,6260
4,128,230,6261
4,128,271,6262
4,128,258,6263
3,128,295,6264
3,128,250,6265
3,128,258,6266
4,128,196,6267
3,128,254,6268
3,128,274,6269
3,128,252,6270
3,128,263,6271
4,128,209,6272
3,128,222,6273
3,128,268,6274
4,128,198,6275
4,128,207,6276
3,128,249,6277
4,128,289,6278
4,128,198,6279
3,128,218,6280
3,129,239,6281
4,129,221,6282
3,129,225,6283
3,129,261,6284
3,129,263,6285
3,129,279,6286
4,129,226,6287
3,129,202,6288
4,129,232,6289
3,129,241,6290
3,129,224,6291
4,129,243,6292
4,129,200,6293
3,129,252,6294
4,129,244,6295
3,129,226,6296
4,129,299,6297
4,129,273,6298
3,129,264,6299
4,129,265,6300
4,129,295,6301
3,129,230,6302
4,129,280,6303
4,129,231,6304
4,129,230,6305
4,129,281,6306
3,129,257,6307
4,129,218,6308
4,129,281,6309
4,129,299,6310
3,129,281,6311
3,129,231,6312
3,129,279,6313
3,129,262,6314
4,129,262,6315
4,129,204,6316
3,129,255,6317
3,129,220,6318
3,129,223,6319
3,129,226,6320
4,129,208,6321
3,129,282,6322
